CDID,Type,Category ID,Description,Group,Level 1,Level 2,Level 3,Baseline Year
D7NG,CPI MONTHLY RATE,12.3,PERSONAL EFFECTS N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,2015=100
D7O8,CPI ANNUAL RATE,12.3,PERSONAL EFFECTS N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,2015=100
L55D,CPIH INDEX,12.3,PERSONAL EFFECTS N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,2015=100
L58Z,CPIH ANNUAL RATE,12.3,PERSONAL EFFECTS N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,2015=100
L5CN,CPIH MONTHLY RATE,12.3,PERSONAL EFFECTS N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,2015=100
L5GC,CPIH WEIGHTS,12.3,PERSONAL EFFECTS N.E.C.,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,
J2Z5,CPIH INDEX,12.4.0.1,CPIH INDEX  Child care services 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,2015=100
J3GL,CPIH ANNUAL RATE,12.4.0.1,CPIH ANNUAL RATE  Child care services 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,2015=100
J487,CPIH MONTHLY RATE,12.4.0.1,CPIH MONTHLY RATE  Child care services 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,2015=100
J4YB,CPIH WEIGHTS,12.4.0.1,CPIH WEIGHTS  Child care services,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,
L7J2,CPI INDEX,12.4.0.1,CPI INDEX  Child care services 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,2015=100
L7TU,CPI ANNUAL RATE,12.4.0.1,CPI ANNUAL RATE  Child care services 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,2015=100
L82W,CPI MONTHLY RATE,12.4.0.1,CPI MONTHLY RATE  Child care services 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,2015=100
L8UR,CPI WEIGHTS,12.4.0.1,CPI WEIGHTS  Child care services,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.1. Child care services,
J2Z6,CPIH INDEX,12.4.0.2,CPIH INDEX  Retirement homes for elderly persons and residences for disabled 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.2. Retirement homes for elderly persons and residences for disabled,2015=100
J3J6,CPIH ANNUAL RATE,12.4.0.2,CPIH ANNUAL RATE  Retirement homes for elderly persons and residences for disabled 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.2. Retirement homes for elderly persons and residences for disabled,2015=100
J4YC,CPIH WEIGHTS,12.4.0.2,CPIH WEIGHTS  Retirement homes for elderly & residences for disabled,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.2. Retirement homes for elderly persons and residences for disabled,
L7J8,CPI INDEX,12.4.0.2,CPI INDEX  Retirement homes for elderly persons and residences for disabled persons 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.2. Retirement homes for elderly persons and residences for disabled,2015=100
L7TV,CPI ANNUAL RATE,12.4.0.2,CPI ANNUAL RATE  Retirement homes for elderly persons and residences for disabled persons 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.2. Retirement homes for elderly persons and residences for disabled,2015=100
L8US,CPI WEIGHTS,12.4.0.2,CPI WEIGHTS  Retirement homes for elderly persons and residences for disabled persons,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.2. Retirement homes for elderly persons and residences for disabled,
J2Z7,CPIH INDEX,12.4.0.3,CPIH INDEX  Services to maintain people in their private homes 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,2015=100
J3JP,CPIH ANNUAL RATE,12.4.0.3,CPIH ANNUAL RATE  Services maintain people in their private home 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,2015=100
J4YD,CPIH WEIGHTS,12.4.0.3,CPIH WEIGHTS  Services to maintain people in their private homes,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,
L7JB,CPI INDEX,12.4.0.3,CPI INDEX  Services to maintain people in their private homes 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,2015=100
L7TW,CPI ANNUAL RATE,12.4.0.3,CPI ANNUAL RATE  Services to maintain people in their private homes 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,2015=100
L82Y,CPI MONTHLY RATE,12.4.0.3,CPI MONTHLY RATE  Services to maintain people in their homes 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,2015=100
L8UT,CPI WEIGHTS,12.4.0.3,CPI WEIGHTS  Services to maintain people in their private homes,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,12.4.0.3. Services to maintain people in their private homes,
J489,CPIH MONTHLY RATE,12.4.0,CPIHMONTHLYRATE .2Retire homes for elderly&residences for disabled2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,,2015=100
J48B,CPIH MONTHLY RATE,12.4.0,CPIHMONTHLYRATE .3Service to maintain people in their private home2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,,2015=100
L82X,CPI MONTHLY RATE,12.4.0,CPI MONTHLY RATE .2Retire home for elderly/residences for disabled2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,12.4.0 Retire homes for elderly&residences for disabled,,2015=100
CJVY,CPI WEIGHTS,12.4,SOCIAL PROTECTION,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,
D7D2,CPI INDEX,12.4,SOCIAL PROTECTION 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,2015=100
D7HE,CPI ANNUAL RATE,12.4,SOCIAL PROTECTION 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,2015=100
D7KO,CPI MONTHLY RATE,12.4,SOCIAL PROTECTION 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,2015=100
L55G,CPIH INDEX,12.4,SOCIAL PROTECTION 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,2015=100
L594,CPIH ANNUAL RATE,12.4,SOCIAL PROTECTION 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,2015=100
L5CQ,CPIH MONTHLY RATE,12.4,SOCIAL PROTECTION 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,2015=100
L5GF,CPIH WEIGHTS,12.4,SOCIAL PROTECTION,12. MISCELLANEOUS GOODS AND SERVICES,12.4. SOCIAL PROTECTION,,,
CJYP,CPI WEIGHTS,12.5.2,House contents insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,
D7F2,CPI INDEX,12.5.2,House contents insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,2015=100
D7JE,CPI ANNUAL RATE,12.5.2,House contents insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,2015=100
D7MS,CPI MONTHLY RATE,12.5.2,INSURANCE CONNECTED WITH THE DWELLING 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,2015=100
L55I,CPIH INDEX,12.5.2,House contents insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,2015=100
L596,CPIH ANNUAL RATE,12.5.2,House contents insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,2015=100
L5CS,CPIH MONTHLY RATE,12.5.2,HOUSE CONTENTS INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,2015=100
L5GH,CPIH WEIGHTS,12.5.2,House contents insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.2 House contents insurance,,
D7EQ,CPI INDEX,12.5.3,Health insurance and other insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,2015=100
D7NL,CPI MONTHLY RATE,12.5.3,INSURANCE CONNECTED WITH HEALTH & OTHER INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,2015=100
D7OD,CPI ANNUAL RATE,12.5.3,Health insurance and other insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,2015=100
JKWP,CPI WEIGHTS,12.5.3,Health insurance and other insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,
L55J,CPIH INDEX,12.5.3,Health insurance and other insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,2015=100
L597,CPIH ANNUAL RATE,12.5.3,Health insurance and other insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,2015=100
L5CT,CPIH MONTHLY RATE,12.5.3,INSURANCE CONNECTED WITH HEALTH AND OTHER INSURANCE,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,
L5GI,CPIH WEIGHTS,12.5.3,Health insurance and other insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.3 Health insurance and other insurance,,
J2ZI,CPIH INDEX,12.5.4.1,CPIH INDEX  Motor vehicle insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,2015=100
J3JS,CPIH ANNUAL RATE,12.5.4.1,CPIH ANNUAL RATE  Motor vehicle insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,2015=100
J48H,CPIH MONTHLY RATE,12.5.4.1,CPIH MONTHLY RATE  Motor vehicle insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,2015=100
J4YG,CPIH WEIGHTS,12.5.4.1,CPIH WEIGHTS  Motor vehicle insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,
L7JE,CPI INDEX,12.5.4.1,CPI INDEX  Motor vehicle insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,2015=100
L7U3,CPI ANNUAL RATE,12.5.4.1,CPI ANNUAL RATE  Motor vehicle insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,2015=100
L833,CPI MONTHLY RATE,12.5.4.1,CPI MONTHLY RATE  Motor vehicle insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,2015=100
L8UW,CPI WEIGHTS,12.5.4.1,CPI WEIGHTS  Motor vehicle insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.1. Motor vehicle insurance,
J2ZY,CPIH INDEX,12.5.4.2,CPIH INDEX  Travel insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,2015=100
J3JT,CPIH ANNUAL RATE,12.5.4.2,CPIH ANNUAL RATE  Travel insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,2015=100
J48J,CPIH MONTHLY RATE,12.5.4.2,CPIH MONTHLY RATE  Travel insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,2015=100
J4YH,CPIH WEIGHTS,12.5.4.2,CPIH WEIGHTS  Travel insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,
L7JF,CPI INDEX,12.5.4.2,CPI INDEX  Travel insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,2015=100
L7U4,CPI ANNUAL RATE,12.5.4.2,CPI ANNUAL RATE  Travel insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,2015=100
L834,CPI MONTHLY RATE,12.5.4.2,CPI MONTHLY RATE  Travel insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,2015=100
L8UX,CPI WEIGHTS,12.5.4.2,CPI WEIGHTS  Travel insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,12.5.4.2. Travel insurance,
CJYQ,CPI WEIGHTS,12.5.4,Transport insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,
D7F3,CPI INDEX,12.5.4,Transport insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,2015=100
D7JF,CPI ANNUAL RATE,12.5.4,Transport insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,2015=100
D7MT,CPI MONTHLY RATE,12.5.4,INSURANCE CONNECTED WITH TRANSPORT 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,2015=100
L55K,CPIH INDEX,12.5.4,Transport insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,2015=100
L598,CPIH ANNUAL RATE,12.5.4,Transport insurance 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,2015=100
L5CU,CPIH MONTHLY RATE,12.5.4,INSURANCE CONNECTED WITH TRANSPORT 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,2015=100
L5GJ,CPIH WEIGHTS,12.5.4,Transport insurance,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,12.5.4 Transport insurance,,
CJVZ,CPI WEIGHTS,12.5,INSURANCE,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,
D7D3,CPI INDEX,12.5,INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,2015=100
D7HF,CPI ANNUAL RATE,12.5,INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,2015=100
D7KP,CPI MONTHLY RATE,12.5,INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,2015=100
L55H,CPIH INDEX,12.5,INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,2015=100
L595,CPIH ANNUAL RATE,12.5,INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,2015=100
L5CR,CPIH MONTHLY RATE,12.5,INSURANCE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,2015=100
L5GG,CPIH WEIGHTS,12.5,INSURANCE,12. MISCELLANEOUS GOODS AND SERVICES,12.5. INSURANCE,,,
J2ZZ,CPIH INDEX,12.6.2.1,CPIH INDEX  Charges by banks and post offices 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,2015=100
J3JU,CPIH ANNUAL RATE,12.6.2.1,CPIH ANNUAL RATE  Charges by banks and post offices 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,2015=100
J48L,CPIH MONTHLY RATE,12.6.2.1,CPIH MONTHLY RATE  Charges by banks and post offices 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,2015=100
J4YI,CPIH WEIGHTS,12.6.2.1,CPIH WEIGHTS  Charges by banks and post offices,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,
L7JG,CPI INDEX,12.6.2.1,CPI INDEX  Charges by banks and post offices 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,2015=100
L7U5,CPI ANNUAL RATE,12.6.2.1,CPI ANNUAL RATE  Charges by banks and post offices 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,2015=100
L835,CPI MONTHLY RATE,12.6.2.1,CPI MONTHLY RATE  Charges by banks and post offices 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,2015=100
L8UY,CPI WEIGHTS,12.6.2.1,CPI WEIGHTS  Charges by banks and post offices,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),12.6.2.1. Charges by banks and post offices,
J322,CPIH INDEX,12.6.2.2,"CPIH INDEX  Fees and service charges of brokers, investment counsellors 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",2015=100
J3JV,CPIH ANNUAL RATE,12.6.2.2,"CPIH ANNUAL RATE  Fees and service charges of brokers, investment counsellors 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",2015=100
J48N,CPIH MONTHLY RATE,12.6.2.2,"CPIH MONTHLY RATE  Fees & service charges of brokers, investment counsel",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",
J4YJ,CPIH WEIGHTS,12.6.2.2,"CPIH WEIGHTS  Fees and service charges of brokers, investment counsellor",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",
L7JH,CPI INDEX,12.6.2.2,"CPI INDEX  Fees and service charges of brokers, investment counsellors 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",2015=100
L7U6,CPI ANNUAL RATE,12.6.2.2,"CPI ANNUAL RATE  Fees & service charges of brokers,investment counsellor 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",2015=100
L836,CPI MONTHLY RATE,12.6.2.2,CPI MONTHLY RATE  Fees and service charges of brokers invest counsellor 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",2015=100
L8UZ,CPI WEIGHTS,12.6.2.2,"CPI WEIGHTS  Fees and service charges of brokers, investment counsellors",12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),"12.6.2.2. Fees and service charges of brokers, investment counsellors",
CJYK,CPI WEIGHTS,12.6.2,Other financial services (nec),12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),,
D7CZ,CPI INDEX,12.6.2,Other financial services (nec) 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),,2015=100
D7HD,CPI ANNUAL RATE,12.6.2,Other financial services (nec) 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),,2015=100
D7KN,CPI MONTHLY RATE,12.6.2,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,12.6.2 Other financial services (nec),,2015=100
CJWA,CPI WEIGHTS,12.6,FINANCIAL SERVICES N.E.C.,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,
D7D4,CPI INDEX,12.6,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,2015=100
D7HG,CPI ANNUAL RATE,12.6,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,2015=100
D7KQ,CPI MONTHLY RATE,12.6,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,2015=100
L55L,CPIH INDEX,12.6,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,2015=100
L599,CPIH ANNUAL RATE,12.6,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,2015=100
L5CV,CPIH MONTHLY RATE,12.6,FINANCIAL SERVICES N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,2015=100
L5GK,CPIH WEIGHTS,12.6,FINANCIAL SERVICES N.E.C.,12. MISCELLANEOUS GOODS AND SERVICES,12.6. FINANCIAL SERVICES N.E.C.,,,
J328,CPIH INDEX,12.7.0.1,CPIH INDEX  Administrative fees 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,2015=100
J3JW,CPIH ANNUAL RATE,12.7.0.1,CPIH ANNUAL RATE  Administrative fees 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,2015=100
J48P,CPIH MONTHLY RATE,12.7.0.1,CPIH MONTHLY RATE  Administrative fees 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,2015=100
J4YK,CPIH WEIGHTS,12.7.0.1,CPIH WEIGHTS  Administrative fees,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,
L7JI,CPI INDEX,12.7.0.1,CPI INDEX  Administrative fees 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,2015=100
L7U7,CPI ANNUAL RATE,12.7.0.1,CPI ANNUAL RATE  Administrative fees 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,2015=100
L837,CPI MONTHLY RATE,12.7.0.1,CPI MONTHLY RATE  Administrative fees 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.7. OTHER SERVICES NEC,12.7.0 Administrative fees,12.7.0.1. Administrative fees,2015=100
