CDID,Type,Category ID,Description,Group,Level 1,Level 2,Level 3,Baseline Year
D7MQ,CPI MONTHLY RATE,12.1.1,HAIRDRESSING SALONS & PERSONAL GROOMING ESTAB 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.1 HAIRDRESSING SALONS & PERSONAL GROOMING ESTABLISHMENTS,,2015=100
J2YU,CPIH INDEX,12.1.2.1,CPIH INDEX  Electric appliances for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,2015=100
J3GC,CPIH ANNUAL RATE,12.1.2.1,CPIH ANNUAL RATE  Electric appliances for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,2015=100
J47N,CPIH MONTHLY RATE,12.1.2.1,CPIH MONTHLY RATE  Electric appliances for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,2015=100
J4Y2,CPIH WEIGHTS,12.1.2.1,CPIH WEIGHTS  Electric appliances for personal care,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,
L7IO,CPI INDEX,12.1.2.1,CPI INDEX  Electric appliances for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,2015=100
L7TL,CPI ANNUAL RATE,12.1.2.1,CPI ANNUAL RATE  Electric appliances for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,2015=100
L82N,CPI MONTHLY RATE,12.1.2.1,CPI MONTHLY RATE  Electric appliances for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,2015=100
L8UI,CPI WEIGHTS,12.1.2.1,CPI WEIGHTS  Electric appliances for personal care,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,12.1.2.1. Electric appliances for personal care,
L55C,CPIH INDEX,12.1.2,CPIH INDEX /3 Appliances and products for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,2015=100
L58Y,CPIH ANNUAL RATE,12.1.2,CPIH ANNUAL RATE /3 Appliances and products for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,2015=100
L5CM,CPIH MONTHLY RATE,12.1.2,"APPLIANCES,ARTICLES & PRODUCTS FOR PERSONAL CARE 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,2015=100
L5GB,CPIH WEIGHTS,12.1.2,Appliances and products for personal care,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,
CJYO,CPI WEIGHTS,12.1.2,CPI WEIGHTS /3 Appliances and products for personal care,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,
D7EZ,CPI INDEX,12.1.2,"APPLIANCES, ARTICLES & PRODUCTS FOR PERSONAL CARE 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,2015=100
D7JD,CPI ANNUAL RATE,12.1.2,Appliances and products for personal care 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,2015=100
D7MR,CPI MONTHLY RATE,12.1.2,"APPLIANCES,ARTICLES & PRODUCTS FOR PERSONAL CARE 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.2 Appliances and products for personal care,,2015=100
J2YV,CPIH INDEX,12.1.3.1,CPIH INDEX  Non-electrical appliances 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,2015=100
J3GD,CPIH ANNUAL RATE,12.1.3.1,CPIH ANNUAL RATE  Non-electrical appliances 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,2015=100
J47P,CPIH MONTHLY RATE,12.1.3.1,CPIH MONTHLY RATE  Non-electrical appliances 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,2015=100
J4Y3,CPIH WEIGHTS,12.1.3.1,CPIH WEIGHTS  Non-electrical appliances,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,
L7IP,CPI INDEX,12.1.3.1,CPI INDEX  Non-electrical appliances 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,2015=100
L7TM,CPI ANNUAL RATE,12.1.3.1,CPI ANNUAL RATE  Non-electrical appliances 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,2015=100
L82O,CPI MONTHLY RATE,12.1.3.1,CPI MONTHLY RATE  Non-electrical appliances 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,2015=100
L8UJ,CPI WEIGHTS,12.1.3.1,CPI WEIGHTS  Non-electrical appliances,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.1. Non-electrical appliances,
J2YW,CPIH INDEX,12.1.3.2,CPIH INDEX  Articles for personal hygiene and wellness 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,2015=100
J3GE,CPIH ANNUAL RATE,12.1.3.2,CPIH ANNUAL RATE  Articles for personal hygiene and wellness 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,2015=100
J47R,CPIH MONTHLY RATE,12.1.3.2,CPIH MONTHLY RATE  Articles for personal hygiene and wellness 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,2015=100
J4Y4,CPIH WEIGHTS,12.1.3.2,CPIH WEIGHTS  Articles for personal hygiene and wellness,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,
L7IQ,CPI INDEX,12.1.3.2,CPI INDEX  Articles for personal hygiene and wellness 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,2015=100
L7TN,CPI ANNUAL RATE,12.1.3.2,CPI ANNUAL RATE  Articles for personal hygiene and wellness 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,2015=100
L82P,CPI MONTHLY RATE,12.1.3.2,CPI MONTHLY RATE  Articles for personal hygiene and wellness 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,2015=100
L8UK,CPI WEIGHTS,12.1.3.2,CPI WEIGHTS  Articles for personal hygiene and wellness,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,12.1.3 Articles for personal hygiene and wellness,12.1.3.2. Articles for personal hygiene and wellness,
CJVW,CPI WEIGHTS,12.1,PERSONAL CARE,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,
D7CY,CPI INDEX,12.1,PERSONAL CARE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,2015=100
D7HC,CPI ANNUAL RATE,12.1,PERSONAL CARE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,2015=100
D7KM,CPI MONTHLY RATE,12.1,PERSONAL CARE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,2015=100
L55A,CPIH INDEX,12.1,PERSONAL CARE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,2015=100
L58W,CPIH ANNUAL RATE,12.1,PERSONAL CARE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,2015=100
L5CK,CPIH MONTHLY RATE,12.1,PERSONAL CARE 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,2015=100
L5G9,CPIH WEIGHTS,12.1,PERSONAL CARE,12. MISCELLANEOUS GOODS AND SERVICES,12.1. PERSONAL CARE,,,
J2YX,CPIH INDEX,12.3.1.1,CPIH INDEX  Jewellery 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,2015=100
J3GF,CPIH ANNUAL RATE,12.3.1.1,CPIH ANNUAL RATE  Jewellery 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,2015=100
J47T,CPIH MONTHLY RATE,12.3.1.1,CPIH MONTHLY RATE  Jewellery 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,2015=100
J4Y5,CPIH WEIGHTS,12.3.1.1,CPIH WEIGHTS  Jewellery,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,
L7IS,CPI INDEX,12.3.1.1,CPI INDEX  Jewellery 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,2015=100
L7TO,CPI ANNUAL RATE,12.3.1.1,CPI ANNUAL RATE  Jewellery 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,2015=100
L82Q,CPI MONTHLY RATE,12.3.1.1,CPI MONTHLY RATE  Jewellery 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,2015=100
L8UL,CPI WEIGHTS,12.3.1.1,CPI WEIGHTS  Jewellery,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.1. Jewellery,
J2YY,CPIH INDEX,12.3.1.2,CPIH INDEX  Clocks and watches 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,2015=100
J3GG,CPIH ANNUAL RATE,12.3.1.2,CPIH ANNUAL RATE  Clocks and watches 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,2015=100
J47V,CPIH MONTHLY RATE,12.3.1.2,CPIH MONTHLY RATE  Clocks and watches 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,2015=100
J4Y6,CPIH WEIGHTS,12.3.1.2,CPIH WEIGHTS  Clocks and watches,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,
L7IT,CPI INDEX,12.3.1.2,CPI INDEX  Clocks and watches 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,2015=100
L7TP,CPI ANNUAL RATE,12.3.1.2,CPI ANNUAL RATE  Clocks and watches 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,2015=100
L82R,CPI MONTHLY RATE,12.3.1.2,CPI MONTHLY RATE  Clocks and watches 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,2015=100
L8UM,CPI WEIGHTS,12.3.1.2,CPI WEIGHTS  Clocks and watches,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,12.3.1.2. Clocks and watches,
J2YZ,CPIH INDEX,12.3.1.3,"CPIH INDEX  Repair of jewellery, clocks and watches 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",2015=100
J3GH,CPIH ANNUAL RATE,12.3.1.3,"CPIH ANNUAL RATE  Repair of jewellery, clocks and watches 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",2015=100
J47X,CPIH MONTHLY RATE,12.3.1.3,"CPIH MONTHLY RATE  Repair of jewellery, clocks and watches 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",2015=100
J4Y7,CPIH WEIGHTS,12.3.1.3,"CPIH WEIGHTS  Repair of jewellery, clocks and watches",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",
L7IU,CPI INDEX,12.3.1.3,"CPI INDEX  Repair of jewellery, clocks and watches 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",2015=100
L7TQ,CPI ANNUAL RATE,12.3.1.3,"CPI ANNUAL RATE  Repair of jewellery, clocks and watches 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",2015=100
L82S,CPI MONTHLY RATE,12.3.1.3,"CPI MONTHLY RATE  Repair of jewellery, clocks and watches 2015=100",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",2015=100
L8UN,CPI WEIGHTS,12.3.1.3,"CPI WEIGHTS  Repair of jewellery, clocks and watches",12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,"12.3.1.3. Repair of jewellery, clocks and watches",
D7FP,CPI INDEX,12.3.1,JEWELLERY CLOCKS AND WATCHES 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,2015=100
D7NH,CPI MONTHLY RATE,12.3.1,JEWELLERY CLOCKS AND WATCHES 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,2015=100
D7O9,CPI ANNUAL RATE,12.3.1,JEWELLERY CLOCKS AND WATCHES 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,2015=100
ICVZ,CPI WEIGHTS,12.3.1,JEWELLERY CLOCKS AND WATCHES,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,
L55E,CPIH INDEX,12.3.1,JEWELLERY CLOCKS AND WATCHES 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,2015=100
L592,CPIH ANNUAL RATE,12.3.1,JEWELLERY CLOCKS AND WATCHES 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,2015=100
L5CO,CPIH MONTHLY RATE,12.3.1,JEWELLERY CLOCKS AND WATCHES 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,2015=100
L5GD,CPIH WEIGHTS,12.3.1,JEWELLERY CLOCKS AND WATCHES,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.1 JEWELLERY CLOCKS AND WATCHES,,
J2Z2,CPIH INDEX,12.3.2.1,CPIH INDEX  Travel goods 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,2015=100
J3GI,CPIH ANNUAL RATE,12.3.2.1,CPIH ANNUAL RATE  Travel goods 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,2015=100
J47Z,CPIH MONTHLY RATE,12.3.2.1,CPIH MONTHLY RATE  Travel goods 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,2015=100
J4Y8,CPIH WEIGHTS,12.3.2.1,CPIH WEIGHTS  Travel goods,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,
L7IW,CPI INDEX,12.3.2.1,CPI INDEX  Travel goods 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,2015=100
L7TR,CPI ANNUAL RATE,12.3.2.1,CPI ANNUAL RATE  Travel goods 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,2015=100
L82T,CPI MONTHLY RATE,12.3.2.1,CPI MONTHLY RATE  Travel goods 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,2015=100
L8UO,CPI WEIGHTS,12.3.2.1,CPI WEIGHTS  Travel goods,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.1. Travel goods,
J2Z3,CPIH INDEX,12.3.2.2,CPIH INDEX  Articles for babies 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,2015=100
J3GJ,CPIH ANNUAL RATE,12.3.2.2,CPIH ANNUAL RATE  Articles for babies 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,2015=100
J483,CPIH MONTHLY RATE,12.3.2.2,CPIH MONTHLY RATE  Articles for babies 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,2015=100
J4Y9,CPIH WEIGHTS,12.3.2.2,CPIH WEIGHTS  Articles for babies,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,
L7IY,CPI INDEX,12.3.2.2,CPI INDEX  Articles for babies 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,2015=100
L7TS,CPI ANNUAL RATE,12.3.2.2,CPI ANNUAL RATE  Articles for babies 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,2015=100
L82U,CPI MONTHLY RATE,12.3.2.2,CPI MONTHLY RATE  Articles for babies 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,2015=100
L8UP,CPI WEIGHTS,12.3.2.2,CPI WEIGHTS  Articles for babies,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.2. Articles for babies,
J2Z4,CPIH INDEX,12.3.2.9,CPIH INDEX  Other personal effects n.e.c. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,2015=100
J3GK,CPIH ANNUAL RATE,12.3.2.9,CPIH ANNUAL RATE  Other personal effects n.e.c. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,2015=100
J485,CPIH MONTHLY RATE,12.3.2.9,CPIH MONTHLY RATE  Other personal effects n.e.c. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,2015=100
J4YA,CPIH WEIGHTS,12.3.2.9,CPIH WEIGHTS  Other personal effects n.e.c.,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,
L7IZ,CPI INDEX,12.3.2.9,CPI INDEX  Other personal effects n.e.c. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,2015=100
L7TT,CPI ANNUAL RATE,12.3.2.9,CPI ANNUAL RATE  Other personal effects n.e.c. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,2015=100
L82V,CPI MONTHLY RATE,12.3.2.9,CPI MONTHLY RATE  Other personal effects n.e.c. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,2015=100
L8UQ,CPI WEIGHTS,12.3.2.9,CPI WEIGHTS  Other personal effects n.e.c.,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,12.3.2.9. Other personal effects n.e.c.,
D7FQ,CPI INDEX,12.3.2,OTHER PERSONAL EFFECTS 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,2015=100
D7NI,CPI MONTHLY RATE,12.3.2,OTHER PERSONAL EFFECTS 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,2015=100
D7OA,CPI ANNUAL RATE,12.3.2,OTHER PERSONAL EFFECTS 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,2015=100
ICWA,CPI WEIGHTS,12.3.2,OTHER PERSONAL EFFECTS,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,
L55F,CPIH INDEX,12.3.2,OTHER PERSONAL EFFECTS 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,2015=100
L593,CPIH ANNUAL RATE,12.3.2,OTHER PERSONAL EFFECTS 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,2015=100
L5CP,CPIH MONTHLY RATE,12.3.2,OTHER PERSONAL EFFECTS 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,2015=100
L5GE,CPIH WEIGHTS,12.3.2,OTHER PERSONAL EFFECTS,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,12.3.2 OTHER PERSONAL EFFECTS,,
CJVX,CPI WEIGHTS,12.3,PERSONAL EFFECTS N.E.C.,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,
D7FO,CPI INDEX,12.3,PERSONAL EFFECTS N.E.C. 2015=100,12. MISCELLANEOUS GOODS AND SERVICES,12.3. PERSONAL EFFECTS N.E.C.,,,2015=100
